Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_length,Min_pkts_length,Max_pkts_lenght,StDev_pkts_lenght,Label
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
1000,9.00E+03,6000,7000,8.00E+03,1000,2000,3000,4000,targetThree
